,reliable_sensor1,reliable_sensor2,reliable_sensor3,reliable_sensor4,unreliable_sensor1,unreliable_sensor2,unreliable_sensor3,unreliable_sensor4,robot1,robot2,door_sensor1,door_sensor2,door_sensor3,door_sensor4,time,electricity_price,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,c1,c2,c3,c4,o1,outside
380,no motion,motion,no motion,motion,motion,no motion,no motion,no motion,"('r35', 1)","('o1', 1)",0,0,0,0,09:35:15,0.7237977205924956,0,0,0,0,2,1,5,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,1,0
381,no motion,motion,no motion,motion,motion,motion,motion,no motion,"('c4', 1)","('o1', 1)",0,0,0,0,09:35:30,0.7385691026454037,0,0,0,0,2,1,5,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,1,0
382,no motion,motion,no motion,motion,motion,no motion,no motion,no motion,"('r35', 1)","('o1', 1)",0,0,0,0,09:35:45,0.7536419414749017,0,0,0,0,2,1,5,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,1,0
383,no motion,motion,no motion,motion,motion,motion,no motion,no motion,"('c4', 1)","('o1', 1)",0,0,0,0,09:36:00,0.7690223892601038,0,0,0,0,1,1,5,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,0
384,no motion,motion,no motion,motion,motion,motion,no motion,no motion,"('c4', 1)","('c4', 1)",0,0,0,0,09:36:15,0.7536419414749017,0,0,0,0,1,1,5,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,1,1,0
385,no motion,motion,no motion,motion,motion,motion,no motion,motion,"('c4', 1)","('o1', 1)",0,0,0,0,09:36:30,0.7536419414749017,0,0,0,0,1,1,5,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,1,1,0
386,no motion,motion,no motion,motion,motion,motion,no motion,no motion,"('r35', 1)","('o1', 2)",0,0,0,0,09:36:45,0.7690223892601038,0,0,0,0,1,1,5,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,2,0
387,no motion,motion,no motion,motion,motion,motion,no motion,no motion,"('c4', 1)","('o1', 3)",0,0,0,0,09:37:00,0.7847167237347998,0,0,0,0,1,1,5,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,3,0
388,no motion,motion,no motion,motion,motion,no motion,no motion,no motion,"('c4', 2)","('c4', 2)",0,0,0,0,09:37:15,0.7690223892601038,0,0,0,0,1,1,6,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,2,0
389,no motion,motion,no motion,motion,motion,no motion,no motion,no motion,"('o1', 2)","('r28', 0)",0,0,0,0,09:37:30,0.7690223892601038,0,0,0,0,0,1,6,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,1,2,0
390,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('c4', 1)","('c4', 1)",1,0,0,0,09:37:45,0.7690223892601038,0,0,0,1,0,1,6,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,3,0
391,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('c4', 1)","('r28', 0)",0,1,0,0,09:38:00,0.7847167237347998,0,0,0,1,0,1,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,3,0
392,no motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('r29', 0)","('c4', 2)",0,0,0,0,09:38:15,0.8007313507497957,0,1,0,0,0,1,6,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,2,2,0
393,no motion,no motion,motion,no motion,motion,motion,no motion,motion,"('c4', 1)","('r28', 0)",0,0,0,0,09:38:30,0.8170728068875467,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,2,0
394,no motion,no motion,no motion,motion,motion,motion,no motion,motion,"('r29', 0)","('r28', 0)",0,0,1,0,09:38:45,0.8337477621301497,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,2,0
395,no motion,no motion,no motion,motion,motion,no motion,no motion,no motion,"('c4', 1)","('c4', 1)",0,1,0,0,09:39:00,0.8507630225817854,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,3,0
396,no motion,no motion,no motion,motion,motion,no motion,no motion,no motion,"('c4', 1)","('c4', 1)",0,0,0,0,09:39:15,0.8337477621301497,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,1,3,0
397,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r35', 1)","('c4', 2)",0,0,1,0,09:39:30,0.8507630225817854,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,2,2,0
398,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r35', 1)","('c4', 2)",0,0,0,0,09:39:45,0.8337477621301497,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,2,1,0
399,no motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('r35', 2)","('r28', 0)",0,0,0,1,09:40:00,0.8507630225817854,0,1,0,0,0,1,6,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,1,1,0
400,no motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('r35', 1)","('c4', 2)",0,0,0,1,09:40:15,0.8507630225817854,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,2,1,1
401,no motion,motion,no motion,motion,motion,motion,no motion,no motion,"('r35', 1)","('c4', 2)",0,0,0,0,09:40:30,0.8681255332467198,0,1,0,0,0,1,6,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,2,1,0
402,no motion,no motion,no motion,motion,motion,no motion,no motion,no motion,"('c4', 3)","('c4', 3)",0,0,0,1,09:40:45,0.8507630225817854,0,1,0,0,0,1,6,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,0
403,no motion,no motion,no motion,motion,motion,no motion,no motion,motion,"('c4', 3)","('c4', 3)",0,0,0,0,09:41:00,0.8337477621301497,0,1,0,0,0,1,6,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,0
404,no motion,no motion,no motion,motion,motion,no motion,no motion,no motion,"('r35', 0)","('r35', 0)",0,0,0,0,09:41:15,0.8337477621301497,0,1,0,0,0,1,6,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,2,1,0
405,no motion,no motion,no motion,motion,motion,motion,motion,no motion,"('c4', 2)","('c4', 2)",0,0,0,0,09:41:30,0.8507630225817854,0,1,0,0,0,1,6,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,2,1,0
406,no motion,no motion,no motion,motion,no motion,motion,no motion,no motion,"('r35', 0)","('c4', 2)",0,0,0,0,09:41:45,0.8337477621301497,0,1,0,0,0,1,6,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,2,1,0
407,no motion,no motion,no motion,motion,motion,no motion,no motion,no motion,"('c4', 2)","('o1', 1)",0,0,0,0,09:42:00,0.8170728068875467,0,1,0,0,0,1,6,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,2,1,0
408,no motion,no motion,motion,motion,motion,motion,motion,no motion,"('c4', 2)","('o1', 1)",0,0,0,0,09:42:15,0.8337477621301497,0,1,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,2,1,0
409,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('r35', 0)","('o1', 1)",0,0,0,0,09:42:30,0.8170728068875467,0,1,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,1,1,1,0
410,no motion,no motion,no motion,motion,motion,no motion,no motion,no motion,"('c4', 2)","('o1', 1)",0,0,0,0,09:42:45,0.8170728068875467,0,1,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,2,1,0
411,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('c4', 1)","('o1', 1)",0,0,0,0,09:43:00,0.8337477621301497,0,1,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0
412,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('r29', 1)","('o1', 1)",0,0,0,0,09:43:15,0.8337477621301497,0,1,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,1,1,1,0
413,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('r30', 1)","('o1', 1)",0,0,0,0,09:43:30,0.8337477621301497,0,1,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,1,1,1,0
414,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('r29', 1)","('o1', 1)",0,0,0,0,09:43:45,0.8507630225817854,0,1,0,0,0,0,6,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0
415,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r30', 0)","('c4', 1)",0,0,0,0,09:44:00,0.8507630225817854,0,1,1,0,0,0,5,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,2,0
416,no motion,no motion,no motion,motion,motion,motion,no motion,motion,"('r30', 0)","('c4', 1)",0,0,0,0,09:44:15,0.8681255332467198,0,1,2,0,0,0,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,1,1,2,0
417,no motion,no motion,no motion,motion,motion,motion,motion,no motion,"('r30', 0)","('r28', 0)",0,0,0,0,09:44:30,0.8507630225817854,0,1,2,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,2,1,1,0
418,no motion,no motion,no motion,motion,motion,motion,no motion,motion,"('r30', 0)","('c4', 1)",0,0,0,0,09:44:45,0.8507630225817854,0,1,2,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,2,1,1,0
419,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('r30', 0)","('c2', 1)",0,0,0,0,09:45:00,0.8681255332467198,0,1,2,0,0,0,2,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,1,1,1,0
420,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r30', 0)","('c4', 2)",0,0,0,0,09:45:15,0.8507630225817854,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,1,1,2,1,0
421,no motion,no motion,motion,motion,motion,motion,motion,motion,"('r29', 0)","('c4', 2)",0,1,1,0,09:45:30,0.8507630225817854,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,2,1,2,1,0
422,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r29', 0)","('r29', 0)",0,0,0,0,09:45:45,0.8681255332467198,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,2,1,2,1,0
423,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('c4', 3)","('c4', 3)",0,0,1,0,09:46:00,0.8681255332467198,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,3,1,0
424,no motion,no motion,motion,motion,motion,no motion,no motion,motion,"('c2', 1)","('r29', 0)",0,0,0,0,09:46:15,0.8858423808639998,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,2,2,0
425,no motion,no motion,motion,motion,motion,no motion,no motion,motion,"('c2', 1)","('r30', 0)",0,0,0,0,09:46:30,0.9039207967999998,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,2,2,0
426,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('c2', 1)","('r30', 0)",0,0,0,0,09:46:45,0.8858423808639998,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,2,1,0
427,no motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('c2', 1)","('r30', 0)",0,0,1,0,09:47:00,0.9039207967999998,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,2,1,0
428,no motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('c1', 1)","('r30', 0)",0,0,0,0,09:47:15,0.8858423808639998,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,2,1,0
429,no motion,no motion,motion,motion,no motion,motion,no motion,no motion,"('c1', 1)","('r29', 0)",0,0,0,0,09:47:30,0.9039207967999998,0,0,4,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,1,2,0,0
430,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('c1', 1)","('r29', 0)",0,0,0,0,09:47:45,0.8858423808639998,0,0,4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,2,1,1,0
431,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('c1', 1)","('r29', 0)",0,0,0,0,09:48:00,0.8681255332467198,0,0,4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,2,1,0,0
432,no motion,no motion,motion,motion,no motion,motion,motion,no motion,"('c1', 2)","('c4', 1)",0,1,0,0,09:48:15,0.8507630225817854,2,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,2,1,0,0
433,no motion,motion,motion,motion,no motion,motion,motion,no motion,"('c1', 2)","('c4', 1)",0,0,1,0,09:48:30,0.8507630225817854,2,1,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,2,1,0,0
434,no motion,motion,motion,motion,no motion,motion,motion,motion,"('c1', 1)","('c4', 1)",0,0,0,0,09:48:45,0.8681255332467198,3,0,2,0,2,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
435,no motion,motion,motion,motion,no motion,no motion,motion,no motion,"('c1', 1)","('o1', 0)",0,0,0,0,09:49:00,0.8681255332467198,3,0,2,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
436,no motion,no motion,motion,motion,motion,motion,motion,no motion,"('c1', 1)","('o1', 0)",0,0,0,0,09:49:15,0.8681255332467198,3,0,2,0,0,0,0,0,0,1,1,1,2,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
437,no motion,no motion,motion,motion,motion,motion,motion,no motion,"('c1', 2)","('o1', 1)",0,0,1,0,09:49:30,0.8858423808639998,3,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,1,1,1,0
438,no motion,no motion,motion,motion,motion,motion,motion,no motion,"('c1', 2)","('c3', 1)",0,0,0,0,09:49:45,0.8681255332467198,4,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,1,2,0,0
439,no motion,no motion,motion,motion,no motion,motion,motion,no motion,"('c1', 3)","('c3', 1)",0,0,0,0,09:50:00,0.8858423808639998,4,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,1,1,0,0
440,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('c1', 3)","('c3', 1)",0,0,0,0,09:50:15,0.8858423808639998,4,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,1,1,0,0
441,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('c1', 2)","('r17', 1)",0,0,0,0,09:50:30,0.9039207967999998,4,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,1,1,1,0,0
442,no motion,no motion,no motion,motion,motion,motion,motion,no motion,"('c1', 3)","('r17', 1)",0,1,1,0,09:50:45,0.9039207967999998,4,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,1,1,0
443,no motion,no motion,motion,motion,motion,no motion,motion,no motion,"('c1', 3)","('c3', 0)",0,0,0,0,09:51:00,0.9039207967999998,5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,1,1,0
444,no motion,no motion,motion,motion,motion,no motion,motion,no motion,"('c1', 3)","('c3', 1)",0,0,0,0,09:51:15,0.9039207967999998,5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,0
445,no motion,motion,motion,motion,no motion,motion,motion,no motion,"('c1', 3)","('c3', 1)",0,0,0,0,09:51:30,0.9039207967999998,5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,0
446,no motion,no motion,motion,motion,no motion,motion,motion,no motion,"('c1', 3)","('r19', 1)",0,0,0,0,09:51:45,0.9039207967999998,5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,0
447,no motion,motion,motion,motion,motion,motion,motion,motion,"('c1', 2)","('r19', 1)",0,0,0,0,09:52:00,0.9223681599999999,5,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0
448,no motion,motion,no motion,motion,no motion,no motion,motion,no motion,"('c1', 1)","('r19', 1)",0,0,0,0,09:52:15,0.9411919999999999,5,0,0,0,2,0,2,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
449,no motion,motion,motion,motion,no motion,motion,motion,no motion,"('c1', 2)","('r19', 0)",0,0,0,0,09:52:30,0.9603999999999999,5,0,0,0,1,0,2,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0
450,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('c1', 2)","('r19', 0)",0,0,0,0,09:52:45,0.9603999999999999,5,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,2,0,0,0
451,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('c1', 2)","('r19', 0)",0,0,0,0,09:53:00,0.9603999999999999,5,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,2,0,0,0
452,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('r7', 1)","('c3', 2)",0,0,0,0,09:53:15,0.98,5,0,1,0,0,0,1,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,2,0,0,0
453,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('r3', 0)","('r21', 0)",0,0,1,0,09:53:30,1.0,6,0,0,0,0,0,1,0,0,2,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0
454,no motion,no motion,motion,motion,no motion,motion,motion,no motion,"('r3', 0)","('r21', 0)",0,1,0,0,09:53:45,0.98,6,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0
455,no motion,no motion,no motion,motion,motion,motion,motion,motion,"('r3', 0)","('c3', 2)",0,0,0,0,09:54:00,0.9603999999999999,6,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,1,0
456,no motion,no motion,no motion,motion,motion,motion,motion,no motion,"('r7', 1)","('r20', 0)",0,1,0,0,09:54:15,0.9603999999999999,6,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,1,0,0
457,no motion,no motion,no motion,motion,motion,motion,motion,no motion,"('c1', 3)","('c3', 1)",0,0,0,0,09:54:30,0.9603999999999999,6,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0
458,motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('c1', 2)","('o1', 3)",0,0,0,0,09:54:45,0.9411919999999999,6,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0
459,no motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('c1', 2)","('o1', 2)",0,0,0,0,09:55:00,0.9411919999999999,6,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0
460,no motion,no motion,no motion,motion,motion,motion,motion,no motion,"('c1', 2)","('o1', 0)",0,0,0,0,09:55:15,0.9411919999999999,6,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,0,0
461,no motion,no motion,no motion,motion,motion,motion,motion,motion,"('c1', 3)","('o1', 0)",0,0,0,0,09:55:30,0.9603999999999999,6,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1,1,0,0
462,no motion,no motion,motion,motion,no motion,motion,motion,motion,"('c1', 3)","('c3', 0)",0,0,0,0,09:55:45,0.98,5,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0
463,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('c1', 4)","('c3', 0)",0,1,0,0,09:56:00,0.9603999999999999,4,1,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0
464,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('c1', 4)","('r19', 0)",0,0,0,0,09:56:15,0.98,1,4,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0
465,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('c1', 3)","('r19', 0)",0,1,0,0,09:56:30,0.9603999999999999,1,1,0,3,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0
466,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('c1', 3)","('r19', 0)",0,0,0,0,09:56:45,0.9603999999999999,1,0,0,4,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,0,1,0,0
467,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('c1', 3)","('c3', 0)",0,0,0,0,09:57:00,0.98,1,0,0,3,0,0,2,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,0,1,0,0
468,no motion,no motion,no motion,motion,no motion,motion,motion,motion,"('c2', 0)","('c3', 0)",1,0,0,0,09:57:15,0.98,1,0,0,1,0,0,2,2,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,2,0,0
469,motion,no motion,motion,motion,motion,motion,motion,motion,"('c2', 0)","('c3', 0)",2,0,0,0,09:57:30,0.9603999999999999,1,0,0,0,0,0,2,1,2,1,1,0,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,3,0,0,1,1,0
